fact_id,bk_order_id,sk_client,sk_employee,sk_date,quantity,unit_price,discount,total_amount,delivery_status
174,10291,62.0,7,19960827,20.0,4.8,0.1000000014901161,86.39999985694885,Livrée
175,10291,62.0,7,19960827,24.0,15.5,0.1000000014901161,334.7999994456768,Livrée
176,10291,62.0,7,19960827,2.0,42.4,0.1000000014901161,76.31999987363815,Livrée
177,10292,82.0,2,19960828,20.0,64.8,0.0,1296.0,Livrée
178,10293,81.0,2,19960829,12.0,50.0,0.0,600.0,Livrée
179,10293,81.0,2,19960829,10.0,3.6,0.0,36.0,Livrée
180,10293,81.0,2,19960829,5.0,35.1,0.0,175.5,Livrée
181,10293,81.0,2,19960829,6.0,6.2,0.0,37.2,Livrée
182,10294,66.0,5,19960830,18.0,14.4,0.0,259.2,Livrée
183,10294,66.0,5,19960830,15.0,31.2,0.0,468.0,Livrée
184,10294,66.0,5,19960830,15.0,36.8,0.0,552.0,Livrée
185,10294,66.0,5,19960830,21.0,27.2,0.0,571.1999999999999,Livrée
186,10294,66.0,5,19960830,6.0,6.2,0.0,37.2,Livrée
187,10295,86.0,3,19960902,4.0,30.4,0.0,121.6,Livrée
188,10296,47.0,7,19960903,12.0,16.8,0.0,201.60000000000002,Livrée
189,10296,47.0,7,19960903,30.0,13.9,0.0,417.0,Livrée
190,10296,47.0,7,19960903,15.0,28.8,0.0,432.0,Livrée
191,10297,8.0,6,19960904,60.0,14.4,0.0,864.0,Livrée
192,10297,8.0,6,19960904,20.0,27.8,0.0,556.0,Livrée
193,10298,38.0,7,19960905,40.0,15.2,0.0,608.0,Livrée
194,10298,38.0,7,19960905,40.0,15.2,0.25,456.0,Livrée
195,10298,38.0,7,19960905,30.0,44.0,0.25,990.0,Livrée
196,10298,38.0,7,19960905,15.0,39.4,0.0,591.0,Livrée
197,10299,68.0,5,19960906,15.0,7.3,0.0,109.5,Livrée
198,10299,68.0,5,19960906,20.0,12.0,0.0,240.0,Livrée
199,10300,50.0,3,19960909,30.0,13.6,0.0,408.0,Livrée
200,10300,50.0,3,19960909,20.0,10.0,0.0,200.0,Livrée
201,10301,87.0,9,19960909,10.0,14.7,0.0,147.0,Livrée
202,10301,87.0,9,19960909,20.0,30.4,0.0,608.0,Livrée
203,10302,77.0,5,19960910,40.0,31.2,0.0,1248.0,Livrée
204,10302,77.0,5,19960910,28.0,36.4,0.0,1019.1999999999999,Livrée
205,10302,77.0,5,19960910,12.0,36.8,0.0,441.59999999999997,Livrée
206,10303,31.0,8,19960911,40.0,14.7,0.1000000014901161,529.1999991238117,Livrée
207,10303,31.0,8,19960911,30.0,16.8,0.1000000014901161,453.5999992489815,Livrée
208,10303,31.0,8,19960911,15.0,10.0,0.1000000014901161,134.99999977648258,Livrée
209,10304,81.0,2,19960912,30.0,16.0,0.0,480.0,Livrée
210,10304,81.0,2,19960912,10.0,44.0,0.0,440.0,Livrée
211,10304,81.0,2,19960912,2.0,17.2,0.0,34.4,Livrée
212,10305,56.0,9,19960913,25.0,50.0,0.1000000014901161,1124.9999981373549,Livrée
213,10305,56.0,9,19960913,25.0,99.0,0.1000000014901161,2227.4999963119626,Livrée
214,10305,56.0,9,19960913,30.0,14.4,0.1000000014901161,388.79999935626984,Livrée
215,10306,70.0,2,19960916,10.0,20.7,0.0,207.0,Livrée
216,10306,70.0,2,19960916,10.0,26.2,0.0,262.0,Livrée
217,10306,70.0,2,19960916,5.0,5.9,0.0,29.5,Livrée
218,10307,49.0,3,19960917,10.0,39.4,0.0,394.0,Livrée
219,10307,49.0,3,19960917,3.0,10.0,0.0,30.0,Livrée
220,10308,3.0,8,19960918,1.0,28.8,0.0,28.8,Livrée
221,10308,3.0,8,19960918,5.0,12.0,0.0,60.0,Livrée
222,10309,38.0,4,19960919,20.0,17.6,0.0,352.0,Livrée
223,10309,38.0,4,19960919,30.0,20.0,0.0,600.0,Livrée
224,10309,38.0,4,19960919,2.0,11.2,0.0,22.4,Livrée
225,10309,38.0,4,19960919,20.0,36.8,0.0,736.0,Livrée
226,10309,38.0,4,19960919,3.0,17.2,0.0,51.599999999999994,Livrée
227,10310,78.0,9,19960920,10.0,13.9,0.0,139.0,Livrée
228,10310,78.0,9,19960920,5.0,39.4,0.0,197.0,Livrée
229,10311,19.0,2,19960920,6.0,11.2,0.0,67.19999999999999,Livrée
230,10311,19.0,2,19960920,7.0,28.8,0.0,201.6,Livrée
231,10312,87.0,3,19960923,4.0,36.4,0.0,145.6,Livrée
232,10312,87.0,3,19960923,24.0,36.8,0.0,883.1999999999999,Livrée
233,10312,87.0,3,19960923,20.0,26.2,0.0,524.0,Livrée
234,10312,87.0,3,19960923,10.0,6.2,0.0,62.0,Livrée
235,10313,64.0,3,19960924,12.0,15.2,0.0,182.39999999999998,Livrée
236,10314,66.0,2,19960925,40.0,25.6,0.1000000014901161,921.5999984741211,Livrée
237,10314,66.0,2,19960925,30.0,10.6,0.1000000014901161,286.1999995261431,Livrée
238,10314,66.0,2,19960925,25.0,39.4,0.1000000014901161,886.4999985322356,Livrée
239,10315,39.0,5,19960926,14.0,11.2,0.0,156.79999999999998,Livrée
240,10315,39.0,5,19960926,30.0,12.0,0.0,360.0,Livrée
241,10316,66.0,2,19960927,10.0,7.7,0.0,77.0,Livrée
242,10316,66.0,2,19960927,70.0,39.4,0.0,2758.0,Livrée
243,10317,49.0,7,19960930,20.0,14.4,0.0,288.0,Livrée
244,10318,39.0,9,19961001,20.0,7.7,0.0,154.0,Livrée
245,10318,39.0,9,19961001,6.0,14.4,0.0,86.4,Livrée
246,10319,81.0,8,19961002,8.0,31.2,0.0,249.6,Livrée
247,10319,81.0,8,19961002,14.0,36.4,0.0,509.59999999999997,Livrée
248,10319,81.0,8,19961002,30.0,14.4,0.0,432.0,Livrée
249,10320,88.0,6,19961003,30.0,17.2,0.0,516.0,Livrée
250,10321,39.0,4,19961003,10.0,14.4,0.0,144.0,Livrée
251,10322,59.0,8,19961004,20.0,5.6,0.0,112.0,Livrée
252,10323,40.0,5,19961007,5.0,12.4,0.0,62.0,Livrée
253,10323,40.0,5,19961007,4.0,11.2,0.0,44.8,Livrée
254,10323,40.0,5,19961007,4.0,14.4,0.0,57.6,Livrée
255,10324,72.0,10,19961008,21.0,13.9,0.1500000059604644,248.11499826014048,Livrée
256,10324,72.0,10,19961008,70.0,14.4,0.1500000059604644,856.7999939918519,Livrée
257,10324,72.0,10,19961008,30.0,9.6,0.0,288.0,Livrée
258,10324,72.0,10,19961008,40.0,44.0,0.1500000059604644,1495.9999895095827,Livrée
259,10324,72.0,10,19961008,80.0,35.1,0.1500000059604644,2386.799983263016,Livrée
260,10325,40.0,2,19961009,6.0,20.0,0.0,120.0,Livrée
261,10325,40.0,2,19961009,12.0,4.8,0.0,57.599999999999994,Livrée
262,10325,40.0,2,19961009,9.0,18.6,0.0,167.4,Livrée
263,10325,40.0,2,19961009,4.0,10.0,0.0,40.0,Livrée
264,10325,40.0,2,19961009,40.0,27.8,0.0,1112.0,Livrée
265,10326,9.0,5,19961010,24.0,17.6,0.0,422.40000000000003,Livrée
266,10326,9.0,5,19961010,16.0,15.6,0.0,249.6,Livrée
267,10326,9.0,5,19961010,50.0,6.2,0.0,310.0,Livrée
268,10327,25.0,3,19961011,25.0,15.2,0.2000000029802322,303.99999886751175,Livrée
269,10327,25.0,3,19961011,50.0,16.8,0.2000000029802322,671.9999974966049,Livrée
270,10327,25.0,3,19961011,35.0,20.7,0.2000000029802322,579.5999978408217,Livrée
271,10327,25.0,3,19961011,30.0,10.6,0.2000000029802322,254.39999905228615,Livrée
272,10328,29.0,5,19961014,9.0,44.0,0.0,396.0,Livrée
273,10328,29.0,5,19961014,40.0,16.8,0.0,672.0,Livrée
274,10328,29.0,5,19961014,10.0,10.0,0.0,100.0,Livrée
275,10329,76.0,5,19961015,10.0,7.3,0.050000000745058,69.34999994561078,Livrée
276,10329,76.0,5,19961015,8.0,20.7,0.050000000745058,157.3199998766184,Livrée
277,10329,76.0,5,19961015,20.0,210.8,0.050000000745058,4005.1999968588357,Livrée
278,10329,76.0,5,19961015,12.0,30.4,0.050000000745058,346.5599997282028,Livrée
279,10330,47.0,4,19961016,50.0,24.9,0.1500000059604644,1058.249992579222,Livrée
280,10330,47.0,4,19961016,25.0,27.8,0.1500000059604644,590.7499958574773,Livrée
281,10331,10.0,10,19961016,15.0,5.9,0.0,88.5,Livrée
282,10332,52.0,4,19961017,40.0,50.0,0.2000000029802322,1599.9999940395355,Livrée
283,10332,52.0,4,19961017,10.0,11.2,0.2000000029802322,89.59999966621399,Livrée
284,10332,52.0,4,19961017,16.0,7.6,0.2000000029802322,97.27999963760375,Livrée
285,10333,88.0,6,19961018,10.0,18.6,0.0,186.0,Livrée
286,10333,88.0,6,19961018,10.0,8.0,0.1000000014901161,71.99999988079071,Livrée
287,10333,88.0,6,19961018,40.0,17.2,0.1000000014901161,619.1999989748001,Livrée
288,10334,85.0,9,19961021,8.0,5.6,0.0,44.8,Livrée
289,10334,85.0,9,19961021,10.0,10.0,0.0,100.0,Livrée
290,10335,38.0,8,19961022,7.0,15.2,0.2000000029802322,85.11999968290328,Livrée
291,10335,38.0,8,19961022,25.0,10.0,0.2000000029802322,199.99999925494194,Livrée
292,10335,38.0,8,19961022,6.0,25.6,0.2000000029802322,122.87999954223635,Livrée
293,10335,38.0,8,19961022,48.0,42.4,0.2000000029802322,1628.1599939346313,Livrée
294,10336,61.0,8,19961023,18.0,17.6,0.1000000014901161,285.1199995279312,Livrée
295,10337,26.0,5,19961024,40.0,7.2,0.0,288.0,Livrée
296,10337,26.0,5,19961024,24.0,24.9,0.0,597.5999999999999,Livrée
297,10337,26.0,5,19961024,20.0,15.2,0.0,304.0,Livrée
298,10337,26.0,5,19961024,28.0,20.8,0.0,582.4,Livrée
299,10337,26.0,5,19961024,25.0,27.8,0.0,695.0,Livrée
300,10338,56.0,5,19961025,20.0,31.2,0.0,624.0,Livrée
301,10338,56.0,5,19961025,15.0,20.7,0.0,310.5,Livrée
302,10339,52.0,3,19961028,10.0,17.6,0.0,176.0,Livrée
303,10339,52.0,3,19961028,70.0,31.2,0.050000000745058,2074.7999983727937,Livrée
304,10339,52.0,3,19961028,28.0,39.4,0.0,1103.2,Livrée
305,10340,10.0,2,19961029,20.0,50.0,0.050000000745058,949.999999254942,Livrée
306,10340,10.0,2,19961029,12.0,7.7,0.050000000745058,87.77999993115665,Livrée
307,10340,10.0,2,19961029,40.0,36.8,0.050000000745058,1398.3999989032748,Livrée
308,10341,74.0,8,19961029,8.0,2.0,0.0,16.0,Livrée
309,10341,74.0,8,19961029,9.0,44.0,0.1500000059604644,336.5999976396561,Livrée
310,10342,26.0,5,19961030,24.0,15.2,0.2000000029802322,291.83999891281127,Livrée
311,10342,26.0,5,19961030,56.0,10.0,0.2000000029802322,447.99999833106995,Livrée
312,10342,26.0,5,19961030,40.0,15.2,0.2000000029802322,486.3999981880188,Livrée
313,10342,26.0,5,19961030,40.0,19.2,0.2000000029802322,614.3999977111816,Livrée
314,10343,45.0,5,19961031,50.0,26.6,0.0,1330.0,Livrée
315,10343,45.0,5,19961031,4.0,10.0,0.050000000745058,37.999999970197685,Livrée
316,10343,45.0,5,19961031,15.0,14.4,0.0,216.0,Livrée
317,10344,90.0,5,19961101,35.0,17.6,0.0,616.0,Livrée
318,10344,90.0,5,19961101,70.0,32.0,0.25,1680.0,Livrée
319,10345,64.0,3,19961104,70.0,32.0,0.0,2240.0,Livrée
320,10345,64.0,3,19961104,80.0,7.3,0.0,584.0,Livrée
321,10345,64.0,3,19961104,9.0,11.2,0.0,100.8,Livrée
322,10346,66.0,4,19961105,36.0,31.2,0.1000000014901161,1010.8799983263016,Livrée
323,10346,66.0,4,19961105,20.0,30.4,0.0,608.0,Livrée
324,10347,22.0,5,19961106,10.0,11.2,0.0,112.0,Livrée
325,10347,22.0,5,19961106,50.0,14.4,0.1500000059604644,611.9999957084657,Livrée
326,10347,22.0,5,19961106,4.0,14.7,0.0,58.8,Livrée
327,10347,22.0,5,19961106,6.0,6.2,0.1500000059604644,31.619999778270728,Livrée
328,10348,87.0,5,19961107,15.0,14.4,0.1500000059604644,183.5999987125397,Livrée
329,10348,87.0,5,19961107,25.0,7.2,0.0,180.0,Livrée
330,10349,76.0,8,19961108,24.0,5.9,0.0,141.60000000000002,Livrée
331,10350,42.0,7,19961111,15.0,13.0,0.1000000014901161,175.49999970942736,Livrée
332,10350,42.0,7,19961111,18.0,28.8,0.1000000014901161,466.5599992275238,Livrée
333,10351,21.0,2,19961111,20.0,210.8,0.050000000745058,4005.1999968588357,Livrée
334,10351,21.0,2,19961111,13.0,7.7,0.0,100.10000000000001,Livrée
335,10351,21.0,2,19961111,77.0,15.5,0.050000000745058,1133.8249991107734,Livrée
336,10351,21.0,2,19961111,10.0,16.8,0.050000000745058,159.59999987483027,Livrée
337,10352,29.0,4,19961112,10.0,3.6,0.0,36.0,Livrée
338,10352,29.0,4,19961112,20.0,5.9,0.1500000059604644,100.2999992966652,Livrée
339,10353,60.0,8,19961113,12.0,16.8,0.2000000029802322,161.2799993991852,Livrée
340,10353,60.0,8,19961113,50.0,210.8,0.2000000029802322,8431.999968588352,Livrée
341,10354,59.0,9,19961114,12.0,14.4,0.0,172.8,Livrée
342,10354,59.0,9,19961114,4.0,99.0,0.0,396.0,Livrée
343,10355,5.0,7,19961115,25.0,3.6,0.0,90.0,Livrée
344,10355,5.0,7,19961115,25.0,15.6,0.0,390.0,Livrée
345,10356,87.0,7,19961118,30.0,10.0,0.0,300.0,Livrée
346,10356,87.0,7,19961118,12.0,19.2,0.0,230.39999999999998,Livrée
347,10356,87.0,7,19961118,20.0,28.8,0.0,576.0,Livrée
348,10357,47.0,2,19961119,30.0,24.8,0.2000000029802322,595.1999977827072,Livrée
349,10357,47.0,2,19961119,16.0,24.9,0.0,398.4,Livrée
350,10357,47.0,2,19961119,8.0,27.2,0.2000000029802322,174.07999935150147,Livrée
351,10358,42.0,6,19961120,10.0,3.6,0.050000000745058,34.19999997317792,Livrée
352,10358,42.0,6,19961120,10.0,11.2,0.050000000745058,106.39999991655351,Livrée
353,10358,42.0,6,19961120,20.0,15.2,0.050000000745058,288.7999997735024,Livrée
354,10359,73.0,6,19961121,56.0,13.9,0.050000000745058,739.4799994200469,Livrée
355,10359,73.0,6,19961121,70.0,10.0,0.050000000745058,664.9999994784595,Livrée
356,10359,73.0,6,19961121,80.0,27.2,0.050000000745058,2067.199998378754,Livrée
357,10360,8.0,5,19961122,30.0,36.4,0.0,1092.0,Livrée
358,10360,8.0,5,19961122,35.0,99.0,0.0,3465.0,Livrée
359,10360,8.0,5,19961122,10.0,210.8,0.0,2108.0,Livrée
360,10360,8.0,5,19961122,35.0,16.0,0.0,560.0,Livrée
361,10360,8.0,5,19961122,28.0,5.9,0.0,165.20000000000002,Livrée
362,10361,64.0,2,19961122,54.0,14.4,0.1000000014901161,699.8399988412857,Livrée
363,10361,64.0,2,19961122,55.0,27.2,0.1000000014901161,1346.3999977707863,Livrée
